"focsp","Site","Cov","fac_sc","lambda_med","lambda_lwr","lambda_upr"
"TROR","PJ","Sun",7.11764705882353,4.04583142014726,0.142673626930352,70.872641178375
"TROR","PJ","Sun",8,3.51852610167755,0.0825678056097549,85.2285763346485
"TROR","PJ","Sun",9,3.00451787976333,0.044303279637635,107.48483310046
"TROR","PJ","Sun",10,2.57849205193852,0.0238410144935362,133.839025111423
"TROR","PJ","Sun",17,0.850174049990867,0.000311945317920534,640.686254254913
"TROR","CS","Shade",0,2.06150678887586,0.885882307254808,5.76272672114364
"TROR","CS","Shade",1,3.80629829265432,0.938859428027817,14.0108339228654
"TROR","CS","Shade",2,7.08092000517745,0.596872343289127,55.0973089545385
"TROR","CS","Shade",2.5,9.65695453741422,0.465747355709166,115.671675592776
"TROR","CS","Shade",3,13.0457929281165,0.356277464737834,243.324172892673
"TROR","CS","Shade",4,23.8809526460255,0.206914839471942,1159.71408092959
"TROR","CS","Shade",4.5,32.432739579573,0.156151643070748,2539.83853234574
"TROR","CS","Shade",5,44.0671265551334,0.117931746540064,5482.35846951733
"TROR","CS","Shade",6,80.5181967230796,0.0658098668416927,25663.2695614087
"TROR","CS","Shade",7,145.385791144796,0.0366275041812528,128370.793745685
"TROR","CS","Shade",7.11764705882353,155.604184482265,0.0341689530729531,151726.158534103
"TROR","CS","Shade",8,263.773635283645,0.0198805882048967,589032.551013308
"TROR","CS","Shade",9,482.765200745125,0.0112636752562356,2834988.68032646
"TROR","CS","Shade",10,878.811584432514,0.00625498456057763,13852099.2051771
"TROR","CS","Shade",17,59239.0700663975,0.000116175267529728,927884048853.228
"TROR","CS","Sun",0,3.35075988530348,1.4468954519499,9.30779006145742
"TROR","CS","Sun",1,5.3826079007232,1.38170141990326,19.3427797606248
"TROR","CS","Sun",2,8.76320029365941,0.804328629149406,64.5160854398348
"TROR","CS","Sun",2.5,11.0258163896615,0.585574720917834,124.869102790613
"TROR","CS","Sun",3,13.9798904945631,0.426446740983814,249.998340082633
"TROR","CS","Sun",4,22.3264677102108,0.225617596213307,1007.40965544311
"TROR","CS","Sun",4.5,27.9483192317927,0.16246797704108,1974.35926107246
"TROR","CS","Sun",5,35.5780039584409,0.116309448125389,4000.68276398448
"TROR","CS","Sun",6,56.675976355472,0.0584521054790514,16747.2953526085
"TROR","CS","Sun",7,89.3434033608551,0.0286251297355295,66992.6143916695
"TROR","CS","Sun",7.11764705882353,94.7279353904839,0.0265731765827036,78459.0175684976
"TROR","CS","Sun",8,142.297522879953,0.0152023603332207,282044.419813119
"TROR","CS","Sun",9,228.042346853533,0.00777193214092747,1203328.76334421
"TROR","CS","Sun",10,366.563339953348,0.0037030474761004,5074513.71040754
"TROR","CS","Sun",17,9396.51155809336,2.9067343396082e-05,120408354553.32
